id_venda;cod_cliente;nom_cliente;cod_vendedor;nom_vendedor;cod_cidade;nom_cidade;cod_produto;Nom_produto;cod_marca;Nom_marca;cod_departamento;nom_departamento;cod_gerencia;nom_gerencia;Ano_venda;Mes_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota;Latitude;Longitude
3317;2;Benito de Paula;11;Filipe Almeida;1;Salvador;18;Xbox ;12;ELETROLUX;3;Informática;2;papelaria/cosmético;2015;8;22;22/08/2015;1;850;1195;-68;39283333
3318;2;Benito de Paula;8;Márcia Brito;1;Salvador;18;Xbox ;12;ELETROLUX;6;Informática;4;Casa e Decoração;2015;12;1;01/12/2015;2;850;527;419;12483333
3319;6;Reginaldo Rossi;1;Claudio Silva;5;Budapeste;9;Celular  8GB;8;FABER CASTELL;5;Informática;2;papelaria/cosmético;2014;11;1;01/11/2014;3;12.25;52;2066667;45366667
3320;2;Benito de Paula;10;Danilo Barreto;4;Bagdá;17;Aparalho de Barbear Elétrico;2;MICROSOFT;4;Eletrodomestico;1;Tecnologia;2015;8;11;11/08/2015;1;1075;893;21516944;39219167
3321;6;Reginaldo Rossi;5;Maria Braga;5;Budapeste;16;Perfume;11;PHILIPS;2;cosmético;3;Eletro Eletrônico;2015;12;12;12/12/2015;2;135;1006;4388;125322778
3322;1;João do Pulo;5;Maria Braga;3;Roma;2;Mouse;2;MICROSOFT;6;Informática;3;Eletro Eletrônico;2014;1;10;10/01/2014;2;25.9;502;25039167;121525
3323;2;Benito de Paula;11;Filipe Almeida;1;Salvador;22;Mesa;14;DA CASA;3;Eletrodomestico;1;Tecnologia;2014;9;14;14/09/2014;2;1600;24;50433333;30516667
3324;6;Reginaldo Rossi;10;Danilo Barreto;5;Budapeste;10;Papel A4;8;FABER CASTELL;1;Papelaria;1;Tecnologia;2014;5;14;14/05/2014;1;2.15;961;31416667;73083333
3325;6;Reginaldo Rossi;8;Márcia Brito;4;Bagdá;17;Aparalho de Barbear Elétrico;2;MICROSOFT;4;Eletrodomestico;3;Eletro Eletrônico;2014;6;25;25/06/2014;3;1075;174;38412726;27138376
3326;2;Benito de Paula;2;Márcio Barroso;4;Bagdá;22;Mesa;14;DA CASA;5;Eletrodomestico;2;papelaria/cosmético;2015;5;4;04/05/2015;2;1600;1314;2685;80916667
3327;3;Renato Russo;12;Marilia Cardoso;5;Budapeste;5;Computador;4;IBM;3;Informática;3;Eletro Eletrônico;2014;11;25;25/11/2014;2;2125.99;1062;30008611;31212222
3328;2;Benito de Paula;4;Daniela Matos;3;Roma;17;Aparalho de Barbear Elétrico;2;MICROSOFT;3;Eletrodomestico;1;Tecnologia;2014;7;27;27/07/2014;1;1075;1024;-3316667;-41416667
3329;5;Edson Arantes;11;Filipe Almeida;4;Bagdá;22;Mesa;14;DA CASA;3;Eletrodomestico;4;Casa e Decoração;2014;6;4;04/06/2014;3;1600;407;3437222;-765225
3330;4;Tom Jobim;7;João Oliveira;1;Salvador;17;Aparalho de Barbear Elétrico;2;MICROSOFT;4;Eletrodomestico;3;Eletro Eletrônico;2015;1;19;19/01/2015;2;1075;578;-7249167;112750833
3331;4;Tom Jobim;7;João Oliveira;1;Salvador;23;Sofá;14;DA CASA;3;Eletrodomestico;2;papelaria/cosmético;2014;12;28;28/12/2014;3;300;703;-19916667;-43933333
3332;5;Edson Arantes;4;Daniela Matos;1;Salvador;15;Baton;10;BOTICARIO;3;cosmético;1;Tecnologia;2015;10;6;06/10/2015;3;98.5;187;36297;596062
3333;2;Benito de Paula;12;Marilia Cardoso;2;Nova Iorque;9;Celular  8GB;8;FABER CASTELL;3;Informática;3;Eletro Eletrônico;2014;2;21;21/02/2014;3;12.25;348;2115;791
3334;4;Tom Jobim;8;Márcia Brito;5;Budapeste;21;microondas;14;DA CASA;4;Eletrodomestico;1;Tecnologia;2015;12;23;23/12/2015;1;2100;1295;-17817778;31044722
3335;6;Reginaldo Rossi;2;Márcio Barroso;5;Budapeste;8;Telefone Sem Fio;5;SAMSUNG;3;Eletrodomestico;1;Tecnologia;2015;4;26;26/04/2015;2;875;1081;-15783333;-47916667
3336;3;Renato Russo;3;Issac Palmeiras;4;Bagdá;16;Perfume;11;PHILIPS;3;cosmético;4;Casa e Decoração;2015;4;1;01/04/2015;1;135;524;18466667;-699
3337;5;Edson Arantes;11;Filipe Almeida;3;Roma;2;Mouse;2;MICROSOFT;4;Informática;4;Casa e Decoração;2015;6;26;26/06/2015;2;25.9;966;35180198;136906739
3338;6;Reginaldo Rossi;12;Marilia Cardoso;2;Nova Iorque;12;Borracha;7;TILIBRA;1;Papelaria;2;papelaria/cosmético;2015;3;23;23/03/2015;2;5.3;282;36202778;37158611
3339;3;Renato Russo;6;Rodrigo Machado;2;Nova Iorque;11;Caneta ;8;FABER CASTELL;2;Papelaria;3;Eletro Eletrônico;2014;4;17;17/04/2014;3;0.5;700;48866667;2333333
3340;6;Reginaldo Rossi;5;Maria Braga;3;Roma;12;Borracha;7;TILIBRA;2;Papelaria;4;Casa e Decoração;2014;7;27;27/07/2014;1;5.3;894;36668333;116997222
3341;2;Benito de Paula;3;Issac Palmeiras;2;Nova Iorque;4;Monitor;4;IBM;3;Informática;4;Casa e Decoração;2014;2;8;08/02/2014;3;1300;790;373325;114701389
3342;5;Edson Arantes;6;Rodrigo Machado;1;Salvador;7;Celular 4Gb;5;SAMSUNG;3;Informática;3;Eletro Eletrônico;2014;10;14;14/10/2014;2;52.9;174;38912222;121602222
3343;5;Edson Arantes;9;Diego Santos;2;Nova Iorque;5;Computador;4;IBM;4;Informática;1;Tecnologia;2015;7;25;25/07/2015;2;2125.99;160;29763056;-95363056
3344;1;João do Pulo;5;Maria Braga;4;Bagdá;6;Notebook ;5;SAMSUNG;6;Informática;3;Eletro Eletrônico;2015;6;25;25/06/2015;2;550;1331;-26205171;28049815
3345;5;Edson Arantes;11;Filipe Almeida;3;Roma;5;Computador;4;IBM;4;Informática;4;Casa e Decoração;2014;3;14;14/03/2014;2;2125.99;862;625184;-75563591
3346;1;João do Pulo;1;Claudio Silva;1;Salvador;7;Celular 4Gb;5;SAMSUNG;6;Informática;2;papelaria/cosmético;2015;11;16;16/11/2015;3;52.9;1173;36763056;3050556
3347;5;Edson Arantes;3;Issac Palmeiras;4;Bagdá;15;Baton;10;BOTICARIO;3;cosmético;1;Tecnologia;2014;12;6;06/12/2014;3;98.5;957;41316667;6925
3348;3;Renato Russo;3;Issac Palmeiras;2;Nova Iorque;21;microondas;14;DA CASA;4;Eletrodomestico;1;Tecnologia;2014;8;25;25/08/2014;2;2100;66;15588056;32534167
3349;1;João do Pulo;9;Diego Santos;4;Bagdá;13;Estojo;7;TILIBRA;2;Papelaria;1;Tecnologia;2015;8;22;22/08/2015;2;3.2;1471;555;-216667
3350;3;Renato Russo;7;João Oliveira;3;Roma;12;Borracha;7;TILIBRA;4;Papelaria;3;Eletro Eletrônico;2015;7;24;24/07/2015;3;5.3;224;-2166667;-799
3351;6;Reginaldo Rossi;7;João Oliveira;2;Nova Iorque;19;Fogão;13;BRASTEMP;2;Eletrodomestico;4;Casa e Decoração;2015;4;27;27/04/2015;2;1500;1283;10631667;-71640556
3352;4;Tom Jobim;1;Claudio Silva;3;Roma;2;Mouse;2;MICROSOFT;4;Informática;3;Eletro Eletrônico;2014;8;21;21/08/2014;1;25.9;780;34013784;-6844268
3353;6;Reginaldo Rossi;2;Márcio Barroso;2;Nova Iorque;23;Sofá;14;DA CASA;4;Eletrodomestico;1;Tecnologia;2014;6;8;08/06/2014;1;300;520;43850833;126560278
3354;1;João do Pulo;1;Claudio Silva;4;Bagdá;5;Computador;4;IBM;3;Informática;1;Tecnologia;2015;12;17;17/12/2015;2;2125.99;336;3029365;120161419
3355;3;Renato Russo;12;Marilia Cardoso;4;Bagdá;5;Computador;4;IBM;5;Informática;1;Tecnologia;2015;1;11;11/01/2015;2;2125.99;1380;44433333;261
3356;1;João do Pulo;6;Rodrigo Machado;2;Nova Iorque;3;Teclado;1;APPLE;3;Informática;3;Eletro Eletrônico;2014;4;2;02/04/2014;3;342.09;512;2855;115933333
3357;5;Edson Arantes;5;Maria Braga;1;Salvador;22;Mesa;14;DA CASA;1;Eletrodomestico;2;papelaria/cosmético;2015;6;9;09/06/2015;1;1600;1170;9509167;-13712222
3358;2;Benito de Paula;10;Danilo Barreto;5;Budapeste;11;Caneta ;8;FABER CASTELL;1;Papelaria;2;papelaria/cosmético;2015;2;17;17/02/2015;1;0.5;655;-2747101;153024292
3359;6;Reginaldo Rossi;12;Marilia Cardoso;4;Bagdá;8;Telefone Sem Fio;5;SAMSUNG;2;Eletrodomestico;3;Eletro Eletrônico;2014;11;17;17/11/2014;2;875;1127;4925;-123133333
3360;6;Reginaldo Rossi;2;Márcio Barroso;3;Roma;14;Classificador;9;AVON;1;Papelaria;2;papelaria/cosmético;2015;7;23;23/07/2015;2;25;1184;22716667;75833333
3361;4;Tom Jobim;4;Daniela Matos;2;Nova Iorque;22;Mesa;14;DA CASA;2;Eletrodomestico;1;Tecnologia;2015;10;28;28/10/2015;2;1600;1402;105;-66916667
3362;3;Renato Russo;2;Márcio Barroso;3;Roma;1;TV;3;DELL;5;Eletrodomestico;1;Tecnologia;2014;10;27;27/10/2014;3;25.15;708;19601111;-990525
3363;4;Tom Jobim;10;Danilo Barreto;1;Salvador;17;Aparalho de Barbear Elétrico;2;MICROSOFT;6;Eletrodomestico;2;papelaria/cosmético;2014;9;24;24/09/2014;2;1075;1438;35685;139751389
3364;6;Reginaldo Rossi;5;Maria Braga;3;Roma;23;Sofá;14;DA CASA;2;Eletrodomestico;3;Eletro Eletrônico;2015;5;12;12/05/2015;3;300;1333;31045556;121399722
3365;5;Edson Arantes;1;Claudio Silva;5;Budapeste;14;Classificador;9;AVON;2;Papelaria;4;Casa e Decoração;2014;11;12;12/11/2014;2;25;1298;18975;72825833
3366;5;Edson Arantes;11;Filipe Almeida;5;Budapeste;23;Sofá;14;DA CASA;2;Eletrodomestico;1;Tecnologia;2015;1;12;12/01/2015;2;300;88;249056;670822
3367;3;Renato Russo;11;Filipe Almeida;1;Salvador;19;Fogão;13;BRASTEMP;4;Eletrodomestico;1;Tecnologia;2014;3;24;24/03/2014;3;1500;397;28666667;77216667
3368;4;Tom Jobim;4;Daniela Matos;5;Budapeste;4;Monitor;4;IBM;1;Informática;2;papelaria/cosmético;2014;2;11;11/02/2014;1;1300;495;286;772
3369;2;Benito de Paula;9;Diego Santos;4;Bagdá;11;Caneta ;8;FABER CASTELL;2;Papelaria;4;Casa e Decoração;2014;3;18;18/03/2014;1;0.5;939;146042;1209822
3370;2;Benito de Paula;12;Marilia Cardoso;1;Salvador;23;Sofá;14;DA CASA;3;Eletrodomestico;4;Casa e Decoração;2015;10;12;12/10/2015;2;300;594;55752222;37615556
3371;3;Renato Russo;2;Márcio Barroso;3;Roma;2;Mouse;2;MICROSOFT;2;Informática;3;Eletro Eletrônico;2014;2;27;27/02/2014;3;25.9;1130;375985;1269783
3372;5;Edson Arantes;11;Filipe Almeida;2;Nova Iorque;19;Fogão;13;BRASTEMP;5;Eletrodomestico;3;Eletro Eletrônico;2014;7;12;12/07/2014;2;1500;942;-23473293;-46665803
3373;1;João do Pulo;11;Filipe Almeida;3;Roma;23;Sofá;14;DA CASA;2;Eletrodomestico;2;papelaria/cosmético;2014;4;21;21/04/2014;3;300;44;41018611;28964722
3374;5;Edson Arantes;4;Daniela Matos;3;Roma;15;Baton;10;BOTICARIO;3;cosmético;4;Casa e Decoração;2014;3;8;08/03/2014;2;98.5;1356;6453056;3395833
3375;1;João do Pulo;12;Marilia Cardoso;3;Roma;21;microondas;14;DA CASA;2;Eletrodomestico;2;papelaria/cosmético;2014;7;1;01/07/2014;2;2100;1252;19434167;-99138611
3376;5;Edson Arantes;3;Issac Palmeiras;3;Roma;2;Mouse;2;MICROSOFT;5;Informática;1;Tecnologia;2014;11;17;17/11/2014;2;25.9;1064;-6174444;106829444
3377;2;Benito de Paula;10;Danilo Barreto;1;Salvador;20;Geladeira;12;ELETROLUX;2;Eletrodomestico;4;Casa e Decoração;2015;12;22;22/12/2015;3;350;912;40714167;-74006389
3378;3;Renato Russo;10;Danilo Barreto;5;Budapeste;20;Geladeira;12;ELETROLUX;5;Eletrodomestico;2;papelaria/cosmético;2015;12;17;17/12/2015;2;350;354;-43;153
3379;4;Tom Jobim;4;Daniela Matos;5;Budapeste;14;Classificador;9;AVON;2;Papelaria;1;Tecnologia;2015;5;11;11/05/2015;1;25;243;3005;3125
3380;1;João do Pulo;10;Danilo Barreto;3;Roma;4;Monitor;4;IBM;2;Informática;3;Eletro Eletrônico;2015;3;3;03/03/2015;1;1300;457;-1205;-7705
3381;6;Reginaldo Rossi;5;Maria Braga;2;Nova Iorque;18;Xbox ;12;ELETROLUX;1;Informática;1;Tecnologia;2015;1;10;10/01/2015;1;850;406;39928889;116388333
3382;6;Reginaldo Rossi;11;Filipe Almeida;5;Budapeste;19;Fogão;13;BRASTEMP;5;Eletrodomestico;3;Eletro Eletrônico;2014;3;28;28/03/2014;1;1500;321;51514125;-93689
3383;1;João do Pulo;4;Daniela Matos;2;Nova Iorque;5;Computador;4;IBM;6;Informática;1;Tecnologia;2014;5;11;11/05/2014;1;2125.99;1341;4649178;-74062827
3384;5;Edson Arantes;5;Maria Braga;3;Roma;6;Notebook ;5;SAMSUNG;2;Informática;4;Casa e Decoração;2014;8;17;17/08/2014;3;550;60;23723056;90408611
3385;1;João do Pulo;6;Rodrigo Machado;1;Salvador;16;Perfume;11;PHILIPS;1;cosmético;1;Tecnologia;2015;10;1;01/10/2015;1;135;700;31549722;74343611
3386;5;Edson Arantes;1;Claudio Silva;4;Bagdá;14;Classificador;9;AVON;3;Papelaria;4;Casa e Decoração;2014;4;3;03/04/2014;2;25;1006;-229;-43233333
3387;6;Reginaldo Rossi;3;Issac Palmeiras;2;Nova Iorque;16;Perfume;11;PHILIPS;3;cosmético;3;Eletro Eletrônico;2015;10;12;12/10/2015;2;135;1473;33338611;44393889
3388;2;Benito de Paula;7;João Oliveira;1;Salvador;14;Classificador;9;AVON;5;Papelaria;1;Tecnologia;2014;4;14;14/04/2014;1;25;1083;13753979;100501444
3389;1;João do Pulo;1;Claudio Silva;1;Salvador;12;Borracha;7;TILIBRA;2;Papelaria;1;Tecnologia;2015;9;27;27/09/2015;3;5.3;925;12983333;77583333
3390;4;Tom Jobim;2;Márcio Barroso;5;Budapeste;14;Classificador;9;AVON;5;Papelaria;4;Casa e Decoração;2014;11;3;03/11/2014;1;25;135;-3345;-70666667
3391;5;Edson Arantes;3;Issac Palmeiras;4;Bagdá;22;Mesa;14;DA CASA;5;Eletrodomestico;1;Tecnologia;2014;3;4;04/03/2014;3;1600;793;22569722;88369722
3392;4;Tom Jobim;4;Daniela Matos;1;Salvador;21;microondas;14;DA CASA;6;Eletrodomestico;3;Eletro Eletrônico;2014;10;23;23/10/2014;3;2100;1089;43666667;-79416667
3393;1;João do Pulo;1;Claudio Silva;5;Budapeste;18;Xbox ;12;ELETROLUX;5;Informática;4;Casa e Decoração;2014;11;19;19/11/2014;3;850;1084;16783333;96166667
3394;6;Reginaldo Rossi;10;Danilo Barreto;4;Bagdá;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;4;Casa e Decoração;2014;2;22;22/02/2014;1;1075;725;-33861481;151205475
3395;1;João do Pulo;6;Rodrigo Machado;4;Bagdá;20;Geladeira;12;ELETROLUX;3;Eletrodomestico;2;papelaria/cosmético;2015;11;27;27/11/2015;2;350;968;13083333;80283333
3396;1;João do Pulo;9;Diego Santos;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;6;Informática;3;Eletro Eletrônico;2015;5;17;17/05/2015;2;52.9;550;30580125;114273405
3397;1;João do Pulo;10;Danilo Barreto;2;Nova Iorque;15;Baton;10;BOTICARIO;3;cosmético;4;Casa e Decoração;2014;3;3;03/03/2014;1;98.5;265;59894444;30264167
3398;5;Edson Arantes;1;Claudio Silva;1;Salvador;3;Teclado;1;APPLE;6;Informática;4;Casa e Decoração;2014;2;18;18/02/2014;3;342.09;1421;29562778;106552778
3399;6;Reginaldo Rossi;2;Márcio Barroso;3;Roma;7;Celular 4Gb;5;SAMSUNG;2;Informática;3;Eletro Eletrônico;2014;6;16;16/06/2014;1;52.9;995;34258333;108928611
3400;4;Tom Jobim;7;João Oliveira;3;Roma;5;Computador;4;IBM;4;Informática;2;papelaria/cosmético;2014;8;9;09/08/2014;3;2125.99;444;30666667;104066667
3401;3;Renato Russo;6;Rodrigo Machado;2;Nova Iorque;8;Telefone Sem Fio;5;SAMSUNG;4;Eletrodomestico;1;Tecnologia;2015;8;15;15/08/2015;2;875;320;34052222;-118242778
3402;4;Tom Jobim;12;Marilia Cardoso;2;Nova Iorque;22;Mesa;14;DA CASA;3;Eletrodomestico;4;Casa e Decoração;2014;4;17;17/04/2014;2;1600;1395;31198056;29919167
3403;1;João do Pulo;7;João Oliveira;1;Salvador;3;Teclado;1;APPLE;4;Informática;2;papelaria/cosmético;2014;9;27;27/09/2014;2;342.09;514;39142222;117176667
3404;5;Edson Arantes;7;João Oliveira;3;Roma;11;Caneta ;8;FABER CASTELL;4;Papelaria;2;papelaria/cosmético;2014;2;14;14/02/2014;1;0.5;1014;-37813938;144963425
3405;3;Renato Russo;12;Marilia Cardoso;2;Nova Iorque;1;TV;3;DELL;3;Eletrodomestico;2;papelaria/cosmético;2015;2;11;11/02/2015;2;25.15;1334;23033333;72616667
3406;4;Tom Jobim;6;Rodrigo Machado;4;Bagdá;1;TV;3;DELL;2;Eletrodomestico;2;papelaria/cosmético;2014;8;4;04/08/2014;2;25.15;915;5309657;-4012656
3407;3;Renato Russo;8;Márcia Brito;5;Budapeste;15;Baton;10;BOTICARIO;5;cosmético;3;Eletro Eletrônico;2014;3;19;19/03/2014;1;98.5;762;11994354;8513807
3408;6;Reginaldo Rossi;7;João Oliveira;3;Roma;15;Baton;10;BOTICARIO;6;cosmético;3;Eletro Eletrônico;2015;10;16;16/10/2015;1;98.5;1322;33592779;-7619157
3409;2;Benito de Paula;5;Maria Braga;2;Nova Iorque;4;Monitor;4;IBM;5;Informática;4;Casa e Decoração;2014;8;23;23/08/2014;1;1300;1025;17375278;78474444
3410;2;Benito de Paula;4;Daniela Matos;2;Nova Iorque;6;Notebook ;5;SAMSUNG;4;Informática;2;papelaria/cosmético;2014;7;9;09/07/2014;1;550;522;7387778;3896389
3411;6;Reginaldo Rossi;9;Diego Santos;2;Nova Iorque;16;Perfume;11;PHILIPS;6;cosmético;1;Tecnologia;2014;2;7;07/02/2014;1;135;952;1293056;103855833
3412;3;Renato Russo;5;Maria Braga;3;Roma;9;Celular  8GB;8;FABER CASTELL;5;Informática;4;Casa e Decoração;2015;4;6;06/04/2015;2;12.25;727;39911652;32840305
3413;2;Benito de Paula;1;Claudio Silva;5;Budapeste;9;Celular  8GB;8;FABER CASTELL;6;Informática;4;Casa e Decoração;2015;10;1;01/10/2015;1;12.25;131;41792222;123432778
3414;5;Edson Arantes;1;Claudio Silva;2;Nova Iorque;5;Computador;4;IBM;6;Informática;2;papelaria/cosmético;2014;7;17;17/07/2014;2;2125.99;504;24653664;4671522
3415;6;Reginaldo Rossi;9;Diego Santos;4;Bagdá;21;microondas;14;DA CASA;6;Eletrodomestico;2;papelaria/cosmético;2014;10;8;08/10/2014;2;2100;556;1075;106666667
3416;5;Edson Arantes;4;Daniela Matos;3;Roma;14;Classificador;9;AVON;6;Papelaria;4;Casa e Decoração;2014;2;16;16/02/2014;1;25;1173;-33925839;18423218
3417;5;Edson Arantes;2;Márcio Barroso;3;Roma;12;Borracha;7;TILIBRA;6;Papelaria;4;Casa e Decoração;2015;5;7;07/05/2015;2;5.3;61;52516667;134
3418;5;Edson Arantes;4;Daniela Matos;1;Salvador;13;Estojo;7;TILIBRA;6;Papelaria;2;papelaria/cosmético;2014;3;2;02/03/2014;3;3.2;1138;455;-73583333
3419;6;Reginaldo Rossi;8;Márcia Brito;1;Salvador;23;Sofá;14;DA CASA;2;Eletrodomestico;4;Casa e Decoração;2014;11;11;11/11/2014;1;300;292;4575;12665
3420;4;Tom Jobim;7;João Oliveira;5;Budapeste;4;Monitor;4;IBM;3;Informática;4;Casa e Decoração;2015;7;8;08/07/2015;1;1300;1347;23116667;11325
3421;1;João do Pulo;9;Diego Santos;2;Nova Iorque;5;Computador;4;IBM;2;Informática;4;Casa e Decoração;2014;3;11;11/03/2014;1;2125.99;109;-29857896;31029198
3422;6;Reginaldo Rossi;4;Daniela Matos;5;Budapeste;10;Papel A4;8;FABER CASTELL;4;Papelaria;3;Eletro Eletrônico;2015;9;8;08/09/2015;3;2.15;209;40408566;-369222
3423;2;Benito de Paula;1;Claudio Silva;3;Roma;14;Classificador;9;AVON;1;Papelaria;4;Casa e Decoração;2014;4;20;20/04/2014;3;25;743;32061667;118777778
3424;1;João do Pulo;5;Maria Braga;5;Budapeste;1;TV;3;DELL;5;Eletrodomestico;4;Casa e Decoração;2015;5;11;11/05/2015;1;25.15;1202;34516667;69183333
3425;3;Renato Russo;12;Marilia Cardoso;3;Roma;21;microondas;14;DA CASA;2;Eletrodomestico;3;Eletro Eletrônico;2015;3;14;14/03/2015;3;2100;97;18533333;73866667
3426;2;Benito de Paula;7;João Oliveira;2;Nova Iorque;13;Estojo;7;TILIBRA;4;Papelaria;3;Eletro Eletrônico;2014;4;20;20/04/2014;1;3.2;691;20966667;729
3427;4;Tom Jobim;9;Diego Santos;1;Salvador;12;Borracha;7;TILIBRA;4;Papelaria;4;Casa e Decoração;2015;8;23;23/08/2015;1;5.3;162;4185;-8765
3428;6;Reginaldo Rossi;8;Márcia Brito;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;4;Eletrodomestico;3;Eletro Eletrônico;2014;3;15;15/03/2014;1;1075;260;26466667;8035
3429;1;João do Pulo;5;Maria Braga;2;Nova Iorque;19;Fogão;13;BRASTEMP;3;Eletrodomestico;2;papelaria/cosmético;2014;10;13;13/10/2014;3;1500;210;15636111;32437222
3430;6;Reginaldo Rossi;2;Márcio Barroso;3;Roma;4;Monitor;4;IBM;4;Informática;3;Eletro Eletrônico;2015;2;17;17/02/2015;2;1300;55;-8836804;13233174
3431;1;João do Pulo;7;João Oliveira;1;Salvador;4;Monitor;4;IBM;1;Informática;4;Casa e Decoração;2015;9;18;18/09/2015;1;1300;708;9024325;38749226
3432;1;João do Pulo;12;Marilia Cardoso;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;4;Informática;1;Tecnologia;2015;1;2;02/01/2015;1;52.9;1254;-1283333;36816667
3433;6;Reginaldo Rossi;9;Diego Santos;1;Salvador;3;Teclado;1;APPLE;2;Informática;4;Casa e Decoração;2015;4;12;12/04/2015;3;342.09;14;37726944;112470833
3434;6;Reginaldo Rossi;11;Filipe Almeida;2;Nova Iorque;6;Notebook ;5;SAMSUNG;1;Informática;1;Tecnologia;2014;1;11;11/01/2014;3;550;910;26916667;75816667
3435;5;Edson Arantes;4;Daniela Matos;5;Budapeste;11;Caneta ;8;FABER CASTELL;2;Papelaria;1;Tecnologia;2015;3;20;20/03/2015;2;0.5;285;-12983333;-38516667
3436;2;Benito de Paula;10;Danilo Barreto;1;Salvador;20;Geladeira;12;ELETROLUX;1;Eletrodomestico;1;Tecnologia;2014;3;17;17/03/2014;1;350;932;14670833;-17438056
3437;2;Benito de Paula;7;João Oliveira;1;Salvador;14;Classificador;9;AVON;2;Papelaria;3;Eletro Eletrônico;2014;5;11;11/05/2014;2;25;3;-68;39283333
3438;5;Edson Arantes;9;Diego Santos;2;Nova Iorque;9;Celular  8GB;8;FABER CASTELL;1;Informática;4;Casa e Decoração;2015;8;23;23/08/2015;2;12.25;665;419;12483333
3439;6;Reginaldo Rossi;6;Rodrigo Machado;1;Salvador;23;Sofá;14;DA CASA;3;Eletrodomestico;2;papelaria/cosmético;2015;1;17;17/01/2015;2;300;1448;2066667;45366667
3440;1;João do Pulo;1;Claudio Silva;5;Budapeste;2;Mouse;2;MICROSOFT;3;Informática;3;Eletro Eletrônico;2015;5;6;06/05/2015;2;25.9;1346;21516944;39219167
3441;4;Tom Jobim;6;Rodrigo Machado;3;Roma;3;Teclado;1;APPLE;3;Informática;2;papelaria/cosmético;2014;11;21;21/11/2014;1;342.09;1113;4388;125322778
3442;2;Benito de Paula;6;Rodrigo Machado;3;Roma;3;Teclado;1;APPLE;5;Informática;3;Eletro Eletrônico;2015;2;23;23/02/2015;2;342.09;716;25039167;121525
3443;6;Reginaldo Rossi;8;Márcia Brito;5;Budapeste;18;Xbox ;12;ELETROLUX;5;Informática;2;papelaria/cosmético;2014;10;17;17/10/2014;2;850;1331;50433333;30516667
3444;4;Tom Jobim;5;Maria Braga;1;Salvador;19;Fogão;13;BRASTEMP;3;Eletrodomestico;4;Casa e Decoração;2015;10;2;02/10/2015;2;1500;605;31416667;73083333
3445;1;João do Pulo;9;Diego Santos;4;Bagdá;10;Papel A4;8;FABER CASTELL;4;Papelaria;2;papelaria/cosmético;2014;6;12;12/06/2014;1;2.15;815;38412726;27138376
3446;4;Tom Jobim;6;Rodrigo Machado;2;Nova Iorque;23;Sofá;14;DA CASA;3;Eletrodomestico;4;Casa e Decoração;2015;6;13;13/06/2015;3;300;901;2685;80916667
3447;2;Benito de Paula;9;Diego Santos;1;Salvador;8;Telefone Sem Fio;5;SAMSUNG;4;Eletrodomestico;1;Tecnologia;2014;2;8;08/02/2014;1;875;1102;30008611;31212222
3448;3;Renato Russo;2;Márcio Barroso;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;5;Eletrodomestico;2;papelaria/cosmético;2014;2;12;12/02/2014;1;1075;657;-3316667;-41416667
3449;6;Reginaldo Rossi;10;Danilo Barreto;2;Nova Iorque;22;Mesa;14;DA CASA;6;Eletrodomestico;1;Tecnologia;2014;5;2;02/05/2014;3;1600;1225;3437222;-765225
3450;6;Reginaldo Rossi;3;Issac Palmeiras;3;Roma;18;Xbox ;12;ELETROLUX;5;Informática;1;Tecnologia;2015;10;13;13/10/2015;2;850;703;-7249167;112750833
3451;2;Benito de Paula;6;Rodrigo Machado;4;Bagdá;9;Celular  8GB;8;FABER CASTELL;3;Informática;1;Tecnologia;2014;4;24;24/04/2014;2;12.25;1142;-19916667;-43933333
3452;1;João do Pulo;10;Danilo Barreto;3;Roma;5;Computador;4;IBM;5;Informática;2;papelaria/cosmético;2014;11;17;17/11/2014;1;2125.99;159;36297;596062
3453;3;Renato Russo;8;Márcia Brito;5;Budapeste;13;Estojo;7;TILIBRA;6;Papelaria;3;Eletro Eletrônico;2014;4;25;25/04/2014;3;3.2;1180;2115;791
3454;2;Benito de Paula;6;Rodrigo Machado;5;Budapeste;19;Fogão;13;BRASTEMP;3;Eletrodomestico;4;Casa e Decoração;2015;12;24;24/12/2015;3;1500;1454;-17817778;31044722
3455;5;Edson Arantes;7;João Oliveira;4;Bagdá;1;TV;3;DELL;3;Eletrodomestico;4;Casa e Decoração;2014;12;3;03/12/2014;3;25.15;1325;-15783333;-47916667
3456;6;Reginaldo Rossi;4;Daniela Matos;2;Nova Iorque;19;Fogão;13;BRASTEMP;2;Eletrodomestico;1;Tecnologia;2014;5;19;19/05/2014;3;1500;1236;18466667;-699
3457;1;João do Pulo;8;Márcia Brito;5;Budapeste;11;Caneta ;8;FABER CASTELL;3;Papelaria;3;Eletro Eletrônico;2015;9;2;02/09/2015;1;0.5;246;35180198;136906739
3458;3;Renato Russo;8;Márcia Brito;4;Bagdá;8;Telefone Sem Fio;5;SAMSUNG;4;Eletrodomestico;3;Eletro Eletrônico;2015;11;25;25/11/2015;3;875;444;36202778;37158611
